0.04, 30, 0.037841
0.04, 50, 0.0190653
0.04, 75, -0.01283848
0.04, 100, -0.03179011
0.04, 150, -0.04623814
0.05, 30, 0.04158264
0.05, 50, 0.03127769
0.05, 75, -0.006672287
0.05, 100, -0.03040493
0.05, 150, -0.05400231
0.06, 30, 0.03160822
0.06, 50, 0.03434126
0.06, 75, 0.001851196
0.06, 100, -0.02713119
0.06, 150, -0.05999639
0.08, 30, 0.00449009
0.08, 50, 0.02712723
0.08, 75, 0.01091385
0.08, 100, -0.02140246
0.08, 150, -0.06748655
0.12, 30, -0.06436996
0.12, 50, -0.01626465
0.12, 75, -0.001929207
0.12, 100, -0.01497253
0.12, 150, -0.07429802
