0,3.9258,-3.8053,-2.6927,0.24587,0.15072,0.28137
0.0027832,3.8394,-3.3812,-3.0019,0.24629,0.15089,0.28264
0.0055664,3.9239,-3.4965,-3.1127,0.24647,0.15096,0.28307
0.0083495,3.8824,-3.6115,-3.3,0.24666,0.15103,0.28347
0.011133,3.9066,-3.7439,-3.4642,0.24684,0.15109,0.28386
0.013916,4.4027,-4.7818,-3.6716,0.24745,0.15132,0.28502
0.016699,4.5104,-4.9213,-3.7373,0.24757,0.15137,0.28542
0.019482,4.1591,-5.6572,-4.967,0.24765,0.15162,0.28611
0.022265,4.311,-6.1961,-5.6054,0.2484,0.15211,0.28922
0.025049,4.7478,-5.6343,-4.5266,0.2485,0.15193,0.2893
0.027832,4.777,-5.6265,-4.4611,0.24853,0.15192,0.28963
0.030615,4.8232,-5.7273,-4.5353,0.24856,0.15198,0.29002
0.033398,4.4382,-6.5104,-5.9531,0.24855,0.15237,0.29072
0.036181,4.9271,-5.8568,-4.5631,0.24862,0.15205,0.29075
0.038965,4.8656,-5.8398,-4.5578,0.24862,0.15212,0.2911
0.041748,4.9337,-5.98,-4.7804,0.24863,0.15224,0.29149
0.044531,4.5766,-6.765,-6.2318,0.24858,0.15263,0.29218
0.047314,4.4133,-6.7949,-6.5406,0.24858,0.15269,0.29288
0.050098,4.2938,-6.7573,-6.6173,0.24856,0.15271,0.2932
0.052881,4.2991,-6.8888,-6.8475,0.24853,0.15276,0.29354
0.055664,4.2616,-6.9552,-6.9643,0.2485,0.1528,0.29388
0.058447,4.1989,-6.938,-7.0419,0.24846,0.15285,0.29422
0.06123,3.865,-6.2964,-7.0745,0.2483,0.1529,0.29462
0.064014,12.481,-8.6985,-2.6876,0.24751,0.15518,0.29568
0.066797,12.674,-8.7641,-2.5464,0.24743,0.1553,0.29603
0.06958,12.614,-8.7877,-2.6998,0.24735,0.15536,0.29635
0.072363,12.187,-8.3149,-2.6883,0.24723,0.15541,0.29682
0.075146,12.395,-8.7742,-3.0286,0.24718,0.15537,0.29693
0.07793,12.325,-8.8335,-3.1934,0.24708,0.1554,0.29721
0.080713,11.834,-8.344,-3.0992,0.24695,0.1555,0.29769
0.083496,11.74,-8.2953,-3.2024,0.24683,0.15555,0.29798
0.086279,11.596,-8.2823,-3.3433,0.24672,0.15554,0.29826
0.089063,11.394,-8.2776,-3.5173,0.2466,0.15555,0.29854
0.091846,11.371,-8.258,-3.5116,0.24647,0.15558,0.29882
0.094629,11.532,-8.7325,-3.9258,0.24638,0.15552,0.29889
0.097412,11.508,-8.7688,-4.0519,0.24622,0.15551,0.29915
0.1002,11.379,-8.7485,-4.09,0.24604,0.15557,0.29943
0.10298,11.321,-8.758,-4.2003,0.24587,0.15561,0.29968
0.10576,11.241,-8.7765,-4.3131,0.2457,0.15565,0.29995
0.10855,11.28,-8.7974,-4.4102,0.24549,0.15568,0.3002
0.11133,11.183,-8.7652,-4.4513,0.2453,0.15569,0.30044
0.11411,-162.39,-16.107,17.057,0.24624,0.15007,0.29955
0.11689,-52.97,11.187,-23.563,0.24829,0.14072,0.29971
0.11968,-161.67,-15.727,20.997,0.24711,0.1407,0.29957
0.12246,156.28,62.147,-152.18,0.24513,0.15335,0.30034
0.12524,175.18,-21.439,-56.999,0.24395,0.15618,0.30165
0.12803,136.59,55.546,-129.32,0.24334,0.15558,0.30163
0.13081,-168.61,-17.651,13.629,0.24482,0.14965,0.30082
0.13359,78.669,27.873,-134.29,0.24582,0.14054,0.30043
0.13638,-165.16,-19.505,19.105,0.24555,0.14073,0.30087
0.13916,78.912,28.076,-134.13,0.24532,0.14056,0.30087
0.14194,-165.41,-19.055,19.161,0.24485,0.14104,0.3014
0.14473,-18.749,-78.231,-146.55,0.2286,0.15813,0.30666
0.14751,-52.562,52.021,28.199,0.22805,0.15885,0.30736
0.15029,-24.875,-76.526,-153.28,0.22777,0.15851,0.30705
0.15308,-53.815,51.415,28.767,0.22766,0.15868,0.3076
0.15586,-22.975,-76.583,-151.49,0.22724,0.15849,0.30734
0.15864,-54.045,51.385,28.908,0.22707,0.15874,0.30791
0.16143,-22.536,-76.65,-151.03,0.22662,0.15849,0.30764
0.16421,-54.318,51.375,29.089,0.22646,0.15875,0.30818
0.16699,-21.692,-76.615,-150.16,0.22598,0.15853,0.30793
0.16978,-54.416,51.31,29.106,0.2258,0.15881,0.30843
0.17256,-20.745,-76.427,-149.48,0.22535,0.15859,0.30813
